sent_ind,cve_sent_ind,token,label
CVE-2006-2313,0,"""",O
CVE-2006-2313,0,Encoding,O
CVE-2006-2313,0,-,O
CVE-2006-2313,0,Based,O
CVE-2006-2313,0,SQL,O
CVE-2006-2313,0,Injection,O
CVE-2006-2313,0,.,O
CVE-2006-2313,1,"""",O
CVE-2002-0673,0,The,O
CVE-2002-0673,0,enrollment,O
CVE-2002-0673,0,process,O
CVE-2002-0673,0,for,O
CVE-2002-0673,0,Pingtel,O
CVE-2002-0673,0,xpressa,pn
CVE-2002-0673,0,SIP,O
CVE-2002-0673,0,-,O
CVE-2002-0673,0,based,O
CVE-2002-0673,0,voice,O
CVE-2002-0673,0,-,O
CVE-2002-0673,0,over,O
CVE-2002-0673,0,-,O
CVE-2002-0673,0,IP,O
CVE-2002-0673,0,phone,O
CVE-2002-0673,0,1.2.5,vrs
CVE-2002-0673,0,through,<=
CVE-2002-0673,0,1.2.7.4,vre
CVE-2002-0673,0,allows,O
CVE-2002-0673,0,attackers,O
CVE-2002-0673,0,with,O
CVE-2002-0673,0,physical,O
CVE-2002-0673,0,access,O
CVE-2002-0673,0,to,O
CVE-2002-0673,0,the,O
CVE-2002-0673,0,phone,O
CVE-2002-0673,0,to,O
CVE-2002-0673,0,log,O
CVE-2002-0673,0,out,O
CVE-2002-0673,0,the,O
CVE-2002-0673,0,current,O
CVE-2002-0673,0,user,O
CVE-2002-0673,0,and,O
CVE-2002-0673,0,re,O
CVE-2002-0673,0,-,O
CVE-2002-0673,0,register,O
CVE-2002-0673,0,the,O
CVE-2002-0673,0,phone,O
CVE-2002-0673,0,using,O
CVE-2002-0673,1,MyPingtel,O
CVE-2002-0673,1,Sign,O
CVE-2002-0673,1,-,O
CVE-2002-0673,1,In,O
CVE-2002-0673,1,to,O
CVE-2002-0673,1,gain,O
CVE-2002-0673,1,remote,O
CVE-2002-0673,1,access,O
CVE-2002-0673,1,and,O
CVE-2002-0673,1,perform,O
CVE-2002-0673,1,unauthorized,O
CVE-2002-0673,1,actions,O
CVE-2002-0673,1,.,O
CVE-2007-5240,0,Visual,O
CVE-2007-5240,0,truncation,O
CVE-2007-5240,0,vulnerability,O
CVE-2007-5240,0,in,O
CVE-2007-5240,0,the,O
CVE-2007-5240,0,Java,O
CVE-2007-5240,0,Runtime,O
CVE-2007-5240,0,Environment,O
CVE-2007-5240,0,in,O
CVE-2007-5240,0,Sun,O
CVE-2007-5240,0,JDK,pn
CVE-2007-5240,0,and,O
CVE-2007-5240,0,JRE,pn
CVE-2007-5240,0,6,vre
CVE-2007-5240,1,Update,update
CVE-2007-5240,1,2,update
CVE-2007-5240,1,and,=
CVE-2007-5240,1,earlier,<
CVE-2007-5240,1,",",sp
CVE-2007-5240,1,JDK,pn
CVE-2007-5240,1,and,O
CVE-2007-5240,1,JRE,pn
CVE-2007-5240,2,5,vre
CVE-2007-5240,2,Update,update
CVE-2007-5240,2,12,update
CVE-2007-5240,2,and,=
CVE-2007-5240,2,earlier,<
CVE-2007-5240,3,",",sp
CVE-2007-5240,3,SDK,pn
CVE-2007-5240,3,and,O
CVE-2007-5240,3,JRE,pn
CVE-2007-5240,3,1.4.2_15,vre
CVE-2007-5240,3,and,=
CVE-2007-5240,3,earlier,<
CVE-2007-5240,3,",",sp
CVE-2007-5240,3,and,sp
CVE-2007-5240,3,SDK,pn
CVE-2007-5240,3,and,O
CVE-2007-5240,3,JRE,pn
CVE-2007-5240,3,1.3.1_20,vre
CVE-2007-5240,3,and,=
CVE-2007-5240,3,earlier,<
CVE-2007-5240,3,allows,O
CVE-2007-5240,3,remote,O
CVE-2007-5240,3,attackers,O
CVE-2007-5240,3,to,O
CVE-2007-5240,3,circumvent,O
CVE-2007-5240,3,display,O
CVE-2007-5240,3,of,O
CVE-2007-5240,3,the,O
CVE-2007-5240,3,untrusted,O
CVE-2007-5240,3,-,O
CVE-2007-5240,3,code,O
CVE-2007-5240,3,warning,O
CVE-2007-5240,3,banner,O
CVE-2007-5240,3,by,O
CVE-2007-5240,3,creating,O
CVE-2007-5240,3,a,O
CVE-2007-5240,3,window,O
CVE-2007-5240,3,larger,O
CVE-2007-5240,3,than,O
CVE-2007-5240,3,the,O
CVE-2007-5240,3,workstation,O
CVE-2007-5240,3,screen,O
CVE-2007-5240,3,.,O
CVE-2017-4975,0,An,O
CVE-2017-4975,0,issue,O
CVE-2017-4975,0,was,O
CVE-2017-4975,0,discovered,O
CVE-2017-4975,0,in,O
CVE-2017-4975,0,Pivotal,O
CVE-2017-4975,0,PCF,pn
CVE-2017-4975,0,Tile,pn
CVE-2017-4975,0,Generator,pn
CVE-2017-4975,0,versions,O
CVE-2017-4975,0,prior,<
CVE-2017-4975,0,to,<
CVE-2017-4975,0,6.0.0,vre
CVE-2017-4975,0,.,O
CVE-2017-4975,1,Tiles,O
CVE-2017-4975,1,created,O
CVE-2017-4975,1,by,O
CVE-2017-4975,1,the,O
CVE-2017-4975,1,PCF,pn
CVE-2017-4975,1,Tile,pn
CVE-2017-4975,1,Generator,pn
CVE-2017-4975,1,create,O
CVE-2017-4975,1,a,O
CVE-2017-4975,1,running,O
CVE-2017-4975,1,open,O
CVE-2017-4975,1,security,O
CVE-2017-4975,1,group,O
CVE-2017-4975,1,that,O
CVE-2017-4975,1,overrides,O
CVE-2017-4975,1,security,O
CVE-2017-4975,1,groups,O
CVE-2017-4975,1,set,O
CVE-2017-4975,1,by,O
CVE-2017-4975,1,the,O
CVE-2017-4975,1,operator,O
CVE-2017-4975,1,.,O
CVE-2018-7940,0,Huawei,O
CVE-2018-7940,0,smart,O
CVE-2018-7940,0,phones,O
CVE-2018-7940,0,Mate,pn
CVE-2018-7940,0,10,pn
CVE-2018-7940,0,and,O
CVE-2018-7940,0,Mate,pn
CVE-2018-7940,0,10,pn
CVE-2018-7940,0,Pro,pn
CVE-2018-7940,0,with,O
CVE-2018-7940,0,earlier,<
CVE-2018-7940,0,versions,O
CVE-2018-7940,0,than,O
CVE-2018-7940,0,8.0.0.129(SP2C00,vre
CVE-2018-7940,0,),vre
CVE-2018-7940,0,and,=
CVE-2018-7940,0,earlier,<
CVE-2018-7940,0,versions,O
CVE-2018-7940,0,than,O
CVE-2018-7940,0,8.0.0.129(SP2C01,vre
CVE-2018-7940,0,),vre
CVE-2018-7940,0,have,O
CVE-2018-7940,0,an,O
CVE-2018-7940,0,authentication,O
CVE-2018-7940,0,bypass,O
CVE-2018-7940,0,vulnerability,O
CVE-2018-7940,0,.,O
CVE-2018-7940,1,An,O
CVE-2018-7940,1,attacker,O
CVE-2018-7940,1,with,O
CVE-2018-7940,1,high,O
CVE-2018-7940,1,privilege,O
CVE-2018-7940,1,obtains,O
CVE-2018-7940,1,the,O
CVE-2018-7940,1,smart,O
CVE-2018-7940,1,phone,O
CVE-2018-7940,1,and,O
CVE-2018-7940,1,bypass,O
CVE-2018-7940,1,the,O
CVE-2018-7940,1,activation,O
CVE-2018-7940,1,function,O
CVE-2018-7940,1,by,O
CVE-2018-7940,1,some,O
CVE-2018-7940,1,specific,O
CVE-2018-7940,1,operations,O
CVE-2018-7940,1,.,O
CVE-2014-0966,0,SQL,O
CVE-2014-0966,0,injection,O
CVE-2014-0966,0,vulnerability,O
CVE-2014-0966,0,in,O
CVE-2014-0966,0,the,O
CVE-2014-0966,0,GDS,O
CVE-2014-0966,0,component,O
CVE-2014-0966,0,in,O
CVE-2014-0966,0,IBM,O
CVE-2014-0966,0,InfoSphere,pn
CVE-2014-0966,0,Master,pn
CVE-2014-0966,0,Data,pn
CVE-2014-0966,0,Management,pn
CVE-2014-0966,0,-,O
CVE-2014-0966,0,Collaborative,O
CVE-2014-0966,0,Edition,O
CVE-2014-0966,0,10.x,vr
CVE-2014-0966,0,and,sp
CVE-2014-0966,0,11.x,vr
CVE-2014-0966,0,before,<
CVE-2014-0966,0,11.0-FP5,vre
CVE-2014-0966,0,and,sp
CVE-2014-0966,0,InfoSphere,pn
CVE-2014-0966,0,Master,pn
CVE-2014-0966,0,Data,pn
CVE-2014-0966,0,Management,pn
CVE-2014-0966,0,Server,pn
CVE-2014-0966,0,for,pn
CVE-2014-0966,0,Product,pn
CVE-2014-0966,0,Information,pn
CVE-2014-0966,0,Management,pn
CVE-2014-0966,0,9.x,vr
CVE-2014-0966,0,through,<=
CVE-2014-0966,0,11.x,vr
CVE-2014-0966,0,before,<
CVE-2014-0966,0,11.3-IF2,vre
CVE-2014-0966,0,allows,O
CVE-2014-0966,0,remote,O
CVE-2014-0966,0,authenticated,O
CVE-2014-0966,0,users,O
CVE-2014-0966,0,to,O
CVE-2014-0966,0,execute,O
CVE-2014-0966,0,arbitrary,O
CVE-2014-0966,0,SQL,O
CVE-2014-0966,0,commands,O
CVE-2014-0966,0,via,O
CVE-2014-0966,0,unspecified,O
CVE-2014-0966,0,vectors,O
CVE-2014-0966,0,.,O
CVE-2019-1677,0,A,O
CVE-2019-1677,0,vulnerability,O
CVE-2019-1677,0,in,O
CVE-2019-1677,0,Cisco,O
CVE-2019-1677,0,Webex,pn
CVE-2019-1677,0,Meetings,pn
CVE-2019-1677,0,for,O
CVE-2019-1677,0,Android,O
CVE-2019-1677,0,could,O
CVE-2019-1677,0,allow,O
CVE-2019-1677,0,an,O
CVE-2019-1677,0,unauthenticated,O
CVE-2019-1677,0,",",O
CVE-2019-1677,0,local,O
CVE-2019-1677,0,attacker,O
CVE-2019-1677,0,to,O
CVE-2019-1677,0,perform,O
CVE-2019-1677,0,a,O
CVE-2019-1677,0,cross,O
CVE-2019-1677,0,-,O
CVE-2019-1677,0,site,O
CVE-2019-1677,0,scripting,O
CVE-2019-1677,0,attack,O
CVE-2019-1677,0,against,O
CVE-2019-1677,0,the,O
CVE-2019-1677,0,application,O
CVE-2019-1677,0,.,O
CVE-2019-1677,1,The,O
CVE-2019-1677,1,vulnerability,O
CVE-2019-1677,1,is,O
CVE-2019-1677,1,due,O
CVE-2019-1677,1,to,O
CVE-2019-1677,1,insufficient,O
CVE-2019-1677,1,validation,O
CVE-2019-1677,1,of,O
CVE-2019-1677,1,the,O
CVE-2019-1677,1,application,O
CVE-2019-1677,1,input,O
CVE-2019-1677,1,parameters,O
CVE-2019-1677,1,.,O
CVE-2019-1677,2,An,O
CVE-2019-1677,2,attacker,O
CVE-2019-1677,2,could,O
CVE-2019-1677,2,exploit,O
CVE-2019-1677,2,this,O
CVE-2019-1677,2,vulnerability,O
CVE-2019-1677,2,by,O
CVE-2019-1677,2,sending,O
CVE-2019-1677,2,a,O
CVE-2019-1677,2,malicious,O
CVE-2019-1677,2,request,O
CVE-2019-1677,2,to,O
CVE-2019-1677,2,the,O
CVE-2019-1677,2,Webex,O
CVE-2019-1677,2,Meetings,O
CVE-2019-1677,2,application,O
CVE-2019-1677,2,through,O
CVE-2019-1677,2,an,O
CVE-2019-1677,2,intent,O
CVE-2019-1677,2,.,O
CVE-2019-1677,3,A,O
CVE-2019-1677,3,successful,O
CVE-2019-1677,3,exploit,O
CVE-2019-1677,3,could,O
CVE-2019-1677,3,allow,O
CVE-2019-1677,3,the,O
CVE-2019-1677,3,attacker,O
CVE-2019-1677,3,to,O
CVE-2019-1677,3,execute,O
CVE-2019-1677,3,script,O
CVE-2019-1677,3,code,O
CVE-2019-1677,3,in,O
CVE-2019-1677,3,the,O
CVE-2019-1677,3,context,O
CVE-2019-1677,3,of,O
CVE-2019-1677,3,the,O
CVE-2019-1677,3,Webex,O
CVE-2019-1677,3,Meetings,O
CVE-2019-1677,3,application,O
CVE-2019-1677,3,.,O
CVE-2019-1677,4,Versions,O
CVE-2019-1677,4,prior,<
CVE-2019-1677,4,to,<
CVE-2019-1677,4,11.7.0.236,vre
CVE-2019-1677,4,are,O
CVE-2019-1677,4,affected,O
CVE-2019-1677,4,.,O
CVE-2016-7147,0,Cross,O
CVE-2016-7147,0,-,O
CVE-2016-7147,0,site,O
CVE-2016-7147,0,scripting,O
CVE-2016-7147,0,(,O
CVE-2016-7147,0,XSS,O
CVE-2016-7147,0,),O
CVE-2016-7147,0,vulnerability,O
CVE-2016-7147,0,in,O
CVE-2016-7147,0,the,O
CVE-2016-7147,0,manage_findResult,O
CVE-2016-7147,0,component,O
CVE-2016-7147,0,in,O
CVE-2016-7147,0,the,O
CVE-2016-7147,0,search,O
CVE-2016-7147,0,feature,O
CVE-2016-7147,0,in,O
CVE-2016-7147,0,Zope,O
CVE-2016-7147,0,ZMI,O
CVE-2016-7147,0,in,O
CVE-2016-7147,0,Plone,pn
CVE-2016-7147,0,before,<
CVE-2016-7147,0,4.3.12,vre
CVE-2016-7147,0,and,sp
CVE-2016-7147,0,5.x,vr
CVE-2016-7147,0,before,<
CVE-2016-7147,0,5.0.7,vre
CVE-2016-7147,0,allows,O
CVE-2016-7147,0,remote,O
CVE-2016-7147,0,attackers,O
CVE-2016-7147,0,to,O
CVE-2016-7147,0,inject,O
CVE-2016-7147,0,arbitrary,O
CVE-2016-7147,0,web,O
CVE-2016-7147,0,script,O
CVE-2016-7147,0,or,O
CVE-2016-7147,0,HTML,O
CVE-2016-7147,0,via,O
CVE-2016-7147,0,vectors,O
CVE-2016-7147,0,involving,O
CVE-2016-7147,0,double,O
CVE-2016-7147,0,quotes,O
CVE-2016-7147,0,",",O
CVE-2016-7147,0,as,O
CVE-2016-7147,0,demonstrated,O
CVE-2016-7147,0,by,O
CVE-2016-7147,0,the,O
CVE-2016-7147,0,obj_ids,O
CVE-2016-7147,0,:,O
CVE-2016-7147,0,tokens,O
CVE-2016-7147,0,parameter,O
CVE-2016-7147,0,.,O
CVE-2016-7147,1,NOTE,O
CVE-2016-7147,1,:,O
CVE-2016-7147,1,this,O
CVE-2016-7147,1,vulnerability,O
CVE-2016-7147,1,exists,O
CVE-2016-7147,1,because,O
CVE-2016-7147,1,of,O
CVE-2016-7147,1,an,O
CVE-2016-7147,1,incomplete,O
CVE-2016-7147,1,fix,O
CVE-2016-7147,1,for,O
CVE-2016-7147,1,CVE-2016,O
CVE-2016-7147,1,-,O
CVE-2016-7147,1,7140,O
CVE-2016-7147,1,.,O
CVE-2016-4739,0,mDNSResponder,O
CVE-2016-4739,0,in,O
CVE-2016-4739,0,Apple,O
CVE-2016-4739,0,OS,pn
CVE-2016-4739,0,X,pn
CVE-2016-4739,0,before,<
CVE-2016-4739,0,10.12,vre
CVE-2016-4739,0,",",O
CVE-2016-4739,0,when,O
CVE-2016-4739,0,VMnet.framework,O
CVE-2016-4739,0,is,O
CVE-2016-4739,0,used,O
CVE-2016-4739,0,",",O
CVE-2016-4739,0,arranges,O
CVE-2016-4739,0,for,O
CVE-2016-4739,0,a,O
CVE-2016-4739,0,DNS,O
CVE-2016-4739,0,proxy,O
CVE-2016-4739,0,to,O
CVE-2016-4739,0,listen,O
CVE-2016-4739,0,on,O
CVE-2016-4739,0,all,O
CVE-2016-4739,0,interfaces,O
CVE-2016-4739,0,",",O
CVE-2016-4739,0,which,O
CVE-2016-4739,0,allows,O
CVE-2016-4739,0,remote,O
CVE-2016-4739,0,attackers,O
CVE-2016-4739,0,to,O
CVE-2016-4739,0,obtain,O
CVE-2016-4739,0,sensitive,O
CVE-2016-4739,0,information,O
CVE-2016-4739,0,by,O
CVE-2016-4739,0,sending,O
CVE-2016-4739,0,a,O
CVE-2016-4739,0,DNS,O
CVE-2016-4739,0,query,O
CVE-2016-4739,0,to,O
CVE-2016-4739,0,an,O
CVE-2016-4739,0,unintended,O
CVE-2016-4739,0,interface,O
CVE-2016-4739,0,.,O
CVE-2006-1960,0,Cross,O
CVE-2006-1960,0,-,O
CVE-2006-1960,0,site,O
CVE-2006-1960,0,scripting,O
CVE-2006-1960,0,(,O
CVE-2006-1960,0,XSS,O
CVE-2006-1960,0,),O
CVE-2006-1960,0,vulnerability,O
CVE-2006-1960,0,in,O
CVE-2006-1960,0,the,O
CVE-2006-1960,0,appliance,O
CVE-2006-1960,0,web,O
CVE-2006-1960,0,user,O
CVE-2006-1960,0,interface,O
CVE-2006-1960,0,in,O
CVE-2006-1960,0,Cisco,O
CVE-2006-1960,0,CiscoWorks,O
CVE-2006-1960,0,Wireless,pn
CVE-2006-1960,0,LAN,pn
CVE-2006-1960,0,Solution,pn
CVE-2006-1960,0,Engine,pn
CVE-2006-1960,0,(,O
CVE-2006-1960,0,WLSE,pn
CVE-2006-1960,0,),O
CVE-2006-1960,0,and,O
CVE-2006-1960,0,WLSE,pn
CVE-2006-1960,0,Express,O
CVE-2006-1960,0,before,<
CVE-2006-1960,0,2.13,vre
CVE-2006-1960,0,allows,O
CVE-2006-1960,0,remote,O
CVE-2006-1960,0,attackers,O
CVE-2006-1960,0,to,O
CVE-2006-1960,0,inject,O
CVE-2006-1960,0,arbitrary,O
CVE-2006-1960,0,web,O
CVE-2006-1960,0,script,O
CVE-2006-1960,0,or,O
CVE-2006-1960,0,HTML,O
CVE-2006-1960,0,",",O
CVE-2006-1960,0,possibly,O
CVE-2006-1960,0,via,O
CVE-2006-1960,0,the,O
CVE-2006-1960,0,displayMsg,O
CVE-2006-1960,0,parameter,O
CVE-2006-1960,0,to,O
CVE-2006-1960,0,archiveApplyDisplay.jsp,O
CVE-2006-1960,0,",",O
CVE-2006-1960,0,aka,O
CVE-2006-1960,0,bug,O
CVE-2006-1960,0,ID,O
CVE-2006-1960,0,CSCsc01095,O
CVE-2006-1960,0,.,O
CVE-2002-2161,0,Kerio,O
CVE-2002-2161,0,Personal,pn
CVE-2002-2161,0,Firewall,pn
CVE-2002-2161,0,(,O
CVE-2002-2161,0,KPF,pn
CVE-2002-2161,0,),O
CVE-2002-2161,0,2.1.4,vre
CVE-2002-2161,0,and,=
CVE-2002-2161,0,earlier,<
CVE-2002-2161,0,allows,O
CVE-2002-2161,0,remote,O
CVE-2002-2161,0,attackers,O
CVE-2002-2161,0,to,O
CVE-2002-2161,0,cause,O
CVE-2002-2161,0,a,O
CVE-2002-2161,0,denial,O
CVE-2002-2161,0,of,O
CVE-2002-2161,0,service,O
CVE-2002-2161,0,(,O
CVE-2002-2161,0,hang,O
CVE-2002-2161,0,and,O
CVE-2002-2161,0,CPU,O
CVE-2002-2161,0,consumption,O
CVE-2002-2161,0,),O
CVE-2002-2161,0,via,O
CVE-2002-2161,0,a,O
CVE-2002-2161,0,SYN,O
CVE-2002-2161,0,packet,O
CVE-2002-2161,0,flood,O
CVE-2002-2161,0,.,O
CVE-2009-2910,0,arch,O
CVE-2009-2910,0,/,O
CVE-2009-2910,0,x86/ia32/ia32entry,O
CVE-2009-2910,0,.,O
CVE-2009-2910,1,S,O
CVE-2009-2910,1,in,O
CVE-2009-2910,1,the,O
CVE-2009-2910,1,Linux,pn
CVE-2009-2910,1,kernel,pn
CVE-2009-2910,1,before,<
CVE-2009-2910,1,2.6.31.4,vre
CVE-2009-2910,1,on,O
CVE-2009-2910,1,the,O
CVE-2009-2910,1,x86_64,O
CVE-2009-2910,1,platform,O
CVE-2009-2910,1,does,O
CVE-2009-2910,1,not,O
CVE-2009-2910,1,clear,O
CVE-2009-2910,1,certain,O
CVE-2009-2910,1,kernel,O
CVE-2009-2910,1,registers,O
CVE-2009-2910,1,before,O
CVE-2009-2910,1,a,O
CVE-2009-2910,1,return,O
CVE-2009-2910,1,to,O
CVE-2009-2910,1,user,O
CVE-2009-2910,1,mode,O
CVE-2009-2910,1,",",O
CVE-2009-2910,1,which,O
CVE-2009-2910,1,allows,O
CVE-2009-2910,1,local,O
CVE-2009-2910,1,users,O
CVE-2009-2910,1,to,O
CVE-2009-2910,1,read,O
CVE-2009-2910,1,register,O
CVE-2009-2910,1,values,O
CVE-2009-2910,1,from,O
CVE-2009-2910,1,an,O
CVE-2009-2910,1,earlier,O
CVE-2009-2910,1,process,O
CVE-2009-2910,1,by,O
CVE-2009-2910,1,switching,O
CVE-2009-2910,1,an,O
CVE-2009-2910,1,ia32,O
CVE-2009-2910,1,process,O
CVE-2009-2910,1,to,O
CVE-2009-2910,1,64-bit,O
CVE-2009-2910,1,mode,O
CVE-2009-2910,1,.,O
CVE-2002-0591,0,Directory,O
CVE-2002-0591,0,traversal,O
CVE-2002-0591,0,vulnerability,O
CVE-2002-0591,0,in,O
CVE-2002-0591,0,AOL,O
CVE-2002-0591,0,Instant,pn
CVE-2002-0591,0,Messenger,pn
CVE-2002-0591,0,(,O
CVE-2002-0591,0,AIM,pn
CVE-2002-0591,0,),O
CVE-2002-0591,1,4.8,vre
CVE-2002-0591,1,beta,update
CVE-2002-0591,1,and,=
CVE-2002-0591,1,earlier,<
CVE-2002-0591,1,allows,O
CVE-2002-0591,1,remote,O
CVE-2002-0591,1,attackers,O
CVE-2002-0591,1,to,O
CVE-2002-0591,1,create,O
CVE-2002-0591,1,arbitrary,O
CVE-2002-0591,1,files,O
CVE-2002-0591,1,and,O
CVE-2002-0591,1,execute,O
CVE-2002-0591,1,commands,O
CVE-2002-0591,1,via,O
CVE-2002-0591,1,a,O
CVE-2002-0591,1,Direct,O
CVE-2002-0591,1,Connection,O
CVE-2002-0591,1,with,O
CVE-2002-0591,1,an,O
CVE-2002-0591,1,IMG,O
CVE-2002-0591,1,tag,O
CVE-2002-0591,1,with,O
CVE-2002-0591,1,a,O
CVE-2002-0591,1,SRC,O
CVE-2002-0591,1,attribute,O
CVE-2002-0591,1,that,O
CVE-2002-0591,1,specifies,O
CVE-2002-0591,1,the,O
CVE-2002-0591,1,target,O
CVE-2002-0591,1,filename,O
CVE-2002-0591,1,.,O
CVE-2019-5766,0,Incorrect,O
CVE-2019-5766,0,handling,O
CVE-2019-5766,0,of,O
CVE-2019-5766,0,origin,O
CVE-2019-5766,0,taint,O
CVE-2019-5766,0,checking,O
CVE-2019-5766,0,in,O
CVE-2019-5766,0,Canvas,O
CVE-2019-5766,0,in,O
CVE-2019-5766,0,Google,O
CVE-2019-5766,0,Chrome,pn
CVE-2019-5766,0,prior,<
CVE-2019-5766,0,to,<
CVE-2019-5766,0,72.0.3626.81,vre
CVE-2019-5766,0,allowed,O
CVE-2019-5766,0,a,O
CVE-2019-5766,0,remote,O
CVE-2019-5766,0,attacker,O
CVE-2019-5766,0,to,O
CVE-2019-5766,0,leak,O
CVE-2019-5766,0,cross,O
CVE-2019-5766,0,-,O
CVE-2019-5766,0,origin,O
CVE-2019-5766,0,data,O
CVE-2019-5766,0,via,O
CVE-2019-5766,0,a,O
CVE-2019-5766,0,crafted,O
CVE-2019-5766,0,HTML,O
CVE-2019-5766,0,page,O
CVE-2019-5766,0,.,O
CVE-2017-17541,0,A,O
CVE-2017-17541,0,Cross,O
CVE-2017-17541,0,-,O
CVE-2017-17541,0,site,O
CVE-2017-17541,0,Scripting,O
CVE-2017-17541,0,(,O
CVE-2017-17541,0,XSS,O
CVE-2017-17541,0,),O
CVE-2017-17541,0,vulnerability,O
CVE-2017-17541,0,in,O
CVE-2017-17541,0,Fortinet,O
CVE-2017-17541,0,FortiManager,pn
CVE-2017-17541,0,6.0.0,version
CVE-2017-17541,0,",",sp
CVE-2017-17541,0,5.6.4,vre
CVE-2017-17541,0,and,=
CVE-2017-17541,0,below,<
CVE-2017-17541,0,versions,O
CVE-2017-17541,0,",",sp
CVE-2017-17541,0,FortiAnalyzer,pn
CVE-2017-17541,0,6.0.0,version
CVE-2017-17541,0,",",sp
CVE-2017-17541,0,5.6.4,vre
CVE-2017-17541,0,and,=
CVE-2017-17541,0,below,<
CVE-2017-17541,0,versions,O
CVE-2017-17541,0,allows,O
CVE-2017-17541,0,inject,O
CVE-2017-17541,0,Javascript,O
CVE-2017-17541,0,code,O
CVE-2017-17541,0,and,O
CVE-2017-17541,0,HTML,O
CVE-2017-17541,0,tags,O
CVE-2017-17541,0,through,O
CVE-2017-17541,0,the,O
CVE-2017-17541,0,CN,O
CVE-2017-17541,0,value,O
CVE-2017-17541,0,of,O
CVE-2017-17541,0,CA,O
CVE-2017-17541,0,and,O
CVE-2017-17541,0,CRL,O
CVE-2017-17541,0,certificates,O
CVE-2017-17541,0,via,O
CVE-2017-17541,0,the,O
CVE-2017-17541,0,import,O
CVE-2017-17541,0,CA,O
CVE-2017-17541,0,and,O
CVE-2017-17541,0,CRL,O
CVE-2017-17541,0,certificates,O
CVE-2017-17541,0,feature,O
CVE-2017-17541,0,.,O
CVE-2004-2383,0,Microsoft,O
CVE-2004-2383,0,Internet,pn
CVE-2004-2383,0,Explorer,pn
CVE-2004-2383,0,5,vrs
CVE-2004-2383,0,through,<=
CVE-2004-2383,0,6,vre
CVE-2004-2383,0,allows,O
CVE-2004-2383,0,remote,O
CVE-2004-2383,0,attackers,O
CVE-2004-2383,0,to,O
CVE-2004-2383,0,bypass,O
CVE-2004-2383,0,cross,O
CVE-2004-2383,0,-,O
CVE-2004-2383,0,frame,O
CVE-2004-2383,0,scripting,O
CVE-2004-2383,0,restrictions,O
CVE-2004-2383,0,and,O
CVE-2004-2383,0,capture,O
CVE-2004-2383,0,keyboard,O
CVE-2004-2383,0,events,O
CVE-2004-2383,0,from,O
CVE-2004-2383,0,other,O
CVE-2004-2383,0,domains,O
CVE-2004-2383,0,via,O
CVE-2004-2383,0,an,O
CVE-2004-2383,0,HTML,O
CVE-2004-2383,0,document,O
CVE-2004-2383,0,with,O
CVE-2004-2383,0,Javascript,O
CVE-2004-2383,0,that,O
CVE-2004-2383,0,is,O
CVE-2004-2383,0,outside,O
CVE-2004-2383,0,a,O
CVE-2004-2383,0,frameset,O
CVE-2004-2383,0,that,O
CVE-2004-2383,0,includes,O
CVE-2004-2383,0,the,O
CVE-2004-2383,0,target,O
CVE-2004-2383,0,domain,O
CVE-2004-2383,0,",",O
CVE-2004-2383,0,then,O
CVE-2004-2383,0,forcing,O
CVE-2004-2383,0,the,O
CVE-2004-2383,0,frameset,O
CVE-2004-2383,0,to,O
CVE-2004-2383,0,maintain,O
CVE-2004-2383,0,focus,O
CVE-2004-2383,0,.,O
CVE-2004-2383,1,NOTE,O
CVE-2004-2383,1,:,O
CVE-2004-2383,1,the,O
CVE-2004-2383,1,discloser,O
CVE-2004-2383,1,claimed,O
CVE-2004-2383,1,that,O
CVE-2004-2383,1,the,O
CVE-2004-2383,1,vendor,O
CVE-2004-2383,1,does,O
CVE-2004-2383,1,not,O
CVE-2004-2383,1,categorize,O
CVE-2004-2383,1,this,O
CVE-2004-2383,1,as,O
CVE-2004-2383,1,a,O
CVE-2004-2383,1,vulnerability,O
CVE-2004-2383,1,",",O
CVE-2004-2383,1,but,O
CVE-2004-2383,1,it,O
CVE-2004-2383,1,can,O
CVE-2004-2383,1,be,O
CVE-2004-2383,1,used,O
CVE-2004-2383,1,in,O
CVE-2004-2383,1,a,O
CVE-2004-2383,1,spoofing,O
CVE-2004-2383,1,scenario,O
CVE-2004-2383,1,:,O
CVE-2004-2383,1,the,O
CVE-2004-2383,1,discloser,O
CVE-2004-2383,1,provides,O
CVE-2004-2383,1,alternate,O
CVE-2004-2383,1,scenarios,O
CVE-2004-2383,1,.,O
CVE-2004-2383,2,Spoofing,O
CVE-2004-2383,2,scenarios,O
CVE-2004-2383,2,are,O
CVE-2004-2383,2,currently,O
CVE-2004-2383,2,included,O
CVE-2004-2383,2,in,O
CVE-2004-2383,2,CVE,O
CVE-2004-2383,2,.,O
CVE-2017-2305,0,On,O
CVE-2017-2305,0,Juniper,O
CVE-2017-2305,0,Networks,O
CVE-2017-2305,0,Junos,pn
CVE-2017-2305,0,Space,pn
CVE-2017-2305,0,versions,O
CVE-2017-2305,0,prior,<
CVE-2017-2305,0,to,<
CVE-2017-2305,0,16.1R1,vre
CVE-2017-2305,0,",",O
CVE-2017-2305,0,due,O
CVE-2017-2305,0,to,O
CVE-2017-2305,0,an,O
CVE-2017-2305,0,insufficient,O
CVE-2017-2305,0,authorization,O
CVE-2017-2305,0,check,O
